,aspirate_speed,dispense_speed,aspirate_wait_time,dispense_wait_time,pre_asp_air_vol,blowout_vol,overaspirate_vol,vol
0,30,40,32.41139458492398,3.2325569540262222,0.10628611827269197,0.779497561044991,120.26734729233392,526.3214672915637
1,31,14,52.36570782959461,8.268831577152014,0.24621673533692956,0.9531234474852681,73.99918723721316,599.3887786287814
2,12,8,27.15295784175396,9.29178119637072,0.19203183380886912,0.7778967749327421,86.7636202342243,743.365600798279
3,10,13,19.894688352942467,4.570609610527754,0.24732093513011932,0.3969970913603902,18.92414177069959,739.6038784645498
4,19,4,32.46580671519041,19.208869580179453,0.07951945438981056,0.010348262265324593,89.58086901943476,673.3560299966484
5,17,39,44.96102403849363,22.26477443240583,0.036646731896325946,0.2403575675562024,5.6032954232901835,656.4530687406659
6,23,26,13.836941253393888,23.96794678643346,0.07801069226115942,0.7621529018506408,94.26126249770242,488.86348316445947
7,32,32,22.592353485524654,27.51482293009758,0.10870107775554061,0.9518237924203277,15.23470516721509,206.102408003062
8,17,29,16.11495992168784,28.735986426472664,0.054447833681479096,0.6983429454267025,41.40718413538852,423.04798383265734
9,28,14,11.612110789865255,23.408808829262853,0.10772293084301054,0.11411868035793304,106.65949503873424,445.9195014089346
10,13,3,39.272845052182674,7.950529893860221,0.1787467438261956,0.4003294203430414,109.40209575023378,661.2674163654447
11,16,12,41.80849738419056,16.215115478262305,0.053833496291190386,0.03119574300944805,44.59268117227153,574.9465505126864
12,3,18,55.834550466388464,16.986913662403822,0.03567133564502001,0.8245283532887697,99.50789750227806,554.1287631727755
13,8,24,16.278872899711132,3.4761593118309975,0.01827034866437316,0.7762818951159716,46.130646988758876,278.66472457535565
14,30,11,42.11853068321943,10.488999299705029,0.20485667674802244,0.6830051420256495,62.64357371807744,404.88597322255373
15,29,15,36.77694836631417,3.498708503320813,0.17203132435679436,0.5030541103333235,26.94110554868225,626.7513171769679
16,29,16,29.67921020463109,22.56852096877992,0.2302195813972503,0.22063187696039677,51.13635979291431,641.8506227433681
17,26,8,16.47105960175395,27.320108581334352,0.13862231536768377,0.2387853916734457,90.02185494502442,611.4212613552809
18,6,25,35.8423475548625,25.04366185516119,0.027728880988433957,0.6213029082864523,64.61456501747934,654.839775711298
19,12,39,32.968144062906504,28.67317333817482,0.1808850399684161,0.5428282581269741,53.807306190030516,700.1687528565526
20,12,38,17.37950323149562,1.5664777625352144,0.11883652652613819,0.681403398513794,0.027781892418490915,312.45124749839306
21,16,17,8.832335975021124,25.96844980493188,0.008310253964737058,0.834296234883368,141.68125193914426,740.5448105186224
22,19,35,46.639688573777676,12.593299085274339,0.13309557898901403,0.004533260129392147,5.193772155300858,361.0844951122999
23,12,12,7.2690534219145775,9.406208312138915,0.22780682961456478,0.6016039252281189,37.95726458413416,256.54522753320634
24,12,24,19.563063494861126,17.911487370729446,0.04724706429988146,0.59981628973037,8.351674241908404,502.87007139995694
25,2,21,56.95479590445757,28.870888212695718,0.002484339289367199,0.15023501589894295,143.45926249713168,603.8470744155347
26,7,15,32.81714977696538,14.012545282021165,0.06941100093536079,0.5723293423652649,12.062738309979368,238.49292579106987
27,32,21,15.18178828060627,7.189187714830041,0.15190558414906263,0.675827506929636,19.714508510622473,446.58963521942496
28,33,38,30.512235201895237,6.506496202200651,0.05160906235687435,0.29336229246109724,11.691406624859301,221.185096912086
29,4,40,1.106070801615715,26.55282768420875,0.21211372688412666,0.9970885552465916,64.63417976026832,631.3341999892145
30,2,11,49.60282579064369,3.9621224999427795,0.24051368003711104,0.47211433108896017,93.32429990295309,638.0918825976551
31,35,4,45.697292033582926,19.11336064338684,0.03518000850453973,0.12079650815576315,28.43659760617823,406.091118324548
32,10,33,24.03006110340357,0.6972534209489822,0.1822547463234514,0.745381673797965,108.92697307983492,470.65413761883974
33,29,22,48.883294109255075,24.993486385792494,0.10259729041717947,0.5128039745613933,61.940759217293895,371.9714672770351
34,3,24,46.172210052609444,4.629723401740193,0.04171576630324125,0.2484358288347721,41.70335502286198,532.2696343995631
35,29,36,3.577435724437237,21.70287547633052,0.21908245608210564,0.5634209234267473,74.76774106935937,312.23756414838135
36,4,17,7.198523338884115,21.662917686626315,0.19941108766943216,0.931614188477397,34.489492757157514,391.45669089630246
37,8,33,47.78917372226715,26.239681094884872,0.0984151023440063,0.13744472712278366,32.162053916632324,632.2289521805942
38,3,39,20.937325917184353,1.9486850313842297,0.23428027727641165,0.3743588086217642,43.91901581736829,478.97120132111013
39,17,25,22.50684404745698,24.556090822443366,0.16881891805678606,0.18340058997273445,49.19656674178489,578.694858122617
40,11,16,7.82654894515872,20.335933724418283,0.149863185826689,0.06046937219798565,127.44059787027413,555.0151486415416
41,13,14,9.611378163099289,15.187023086473346,0.18894566665403545,0.515350803732872,16.90985418036671,326.7683423589915
42,5,18,0.20222894847393036,2.0776209700852633,0.1786263023968786,0.2416581204161048,26.328753729183912,439.07960834912956
43,38,29,54.17456600815058,27.658442091196775,0.09793020784854889,0.9329736651852727,58.95724979154802,307.6188295148313
44,32,7,33.240715842694044,19.254103358834982,0.15816687745973468,0.23292830307036638,150.98758551123962,681.6748158074915
45,34,22,31.19585506618023,1.334116542711854,0.007642667507752776,0.6846806993708014,30.847115688608095,490.3865785803646
46,24,9,1.349169798195362,20.913023287430406,0.18943699751980603,0.30503514874726534,117.72887389771462,612.9773903172463
47,28,32,31.615529470145702,8.388919355347753,0.1613112399354577,0.5701800025999546,11.711352259214786,387.9493391606957
48,40,32,44.52887501567602,4.082543179392815,0.0953324765432626,0.6645110426470637,96.20127638081523,728.5098148044199
49,10,14,34.320611245930195,26.126924520358443,0.06033359095454216,0.2545036682859063,23.563840297213904,285.2681611664593
50,35,12,59.853588826954365,2.1253379993140697,0.24099748395383358,0.7075912524014711,30.245072674170203,304.87732281908393
51,8,24,16.278872899711132,3.4761593118309975,0.01827034866437316,0.7762818951159716,46.130646988758876,278.66472457535565
52,31,34,20.249009281396866,6.924902759492397,0.06977697229012847,0.9151311879977584,62.82357397498542,276.3355051167309
53,30,17,14.332528710365295,18.252492919564247,0.16378178051672876,0.2941373670473695,2.271601684026637,584.4256825279444
54,5,23,55.64531357958913,11.160547574982047,0.11749641015194356,0.9603085117414594,72.93551666535926,504.2924506124109
55,21,15,56.82899884879589,19.540016306564212,0.02565317996777594,0.5903658764436841,54.36267932231991,584.605135768652
