,aspirate_speed,dispense_speed,aspirate_wait_time,dispense_wait_time,pre_asp_air_vol,blowout_vol,overaspirate_vol,vol
0,5,24,24.464621543884277,29.71965193748474,0.23908080160617828,0.6343953013420105,5.82628517221333,43.60726445913315
1,33,18,35.655976105481386,12.86658575758338,0.033078154316172004,0.3521535927429795,0.4559458060450339,97.19773069955409
2,29,33,10.200059339404106,18.464138405397534,0.1203950543422252,0.04702136851847172,26.225761732822114,135.62182356603444
3,19,10,51.50859458371997,1.6257101856172085,0.1701906172093004,0.954232239164412,4.602798370051492,63.589544631540775
4,14,37,43.750819098204374,4.387727044522762,0.14162118802778423,0.5746227614581585,28.421412071298523,122.38510921597481
5,22,6,17.559578642249107,21.226414320990443,0.06645012856461108,0.4193648090586066,8.114755399230305,84.9512589816004
6,37,30,58.43194769695401,8.132267408072948,0.029893557308241725,0.24005643650889397,3.534143172829768,22.185763092711568
7,8,12,2.1235277876257896,24.985585240647197,0.19880221807397902,0.7703448226675391,5.073129144391218,110.49423303455114
8,10,34,53.33254823461175,19.608841817826033,0.05286262300796807,0.911623545922339,31.153436998525066,132.8072725329548
9,40,8,4.641197808086872,6.447498919442296,0.22185986093245447,0.0669125858694315,8.851237295617606,72.9977235943079
10,26,23,37.59666731581092,23.349717389792204,0.18136908416636288,0.27755770925432444,5.619061328237612,30.140205062925816
11,15,19,18.788135647773743,10.203012200072408,0.10616476251743734,0.747299337759614,5.181084507294837,104.0711631346494
12,17,26,11.549573242664337,14.970059646293521,0.08198981615714729,0.844206347130239,7.187227791004387,49.3400124553591
13,27,15,45.24081012234092,28.11697069555521,0.1318188721779734,0.1264181099832058,2.2892027975520013,92.99635574221611
14,32,39,26.868888325989246,3.7108887266367674,0.21525735850445926,0.4627039870247245,30.92364471783712,143.94924458116293
15,2,2,30.677304659038782,16.872430332005024,0.009165903786197305,0.5554620884358883,4.612467757912761,53.73075154609978
16,3,38,6.286273654550314,8.900967808440328,0.1600949305575341,0.1753268288448453,2.2660439285839598,149.2990753427148
17,33,3,54.97784659266472,25.739408265799284,0.11609377362765372,0.8306159880012274,7.327808026054003,57.021667854860425
18,28,27,20.90928191319108,5.14177811332047,0.04342131759040058,0.5099499570205808,2.939053326110272,46.05306343175471
19,18,14,39.718048609793186,21.99488488957286,0.24362192885018885,0.4796917047351599,17.568564550085522,87.642557695508
20,14,21,46.89709458500147,17.24065113812685,0.1935856502968818,0.1157222418114543,3.429202403125293,32.943021319806576
21,24,20,13.205636981874704,0.3873456548899412,0.018760513281449676,0.8979338854551315,24.512657519582753,108.87759980745614
22,39,35,32.80967250466347,28.48151508718729,0.07190750096924603,0.7029088465496898,4.533706881028899,128.00480314530432
23,9,7,29.00101935490966,11.64286877028644,0.15300266607664526,0.295666828751564,11.539679016642625,70.19094005227089
24,8,29,34.041999354958534,2.0195657573640347,0.09484831313602626,0.40584815107285976,3.2078684712020995,27.503977613523602
25,36,14,22.850422840565443,15.166230099275708,0.17584727914072573,0.6236065523698926,27.948699810698432,113.81676558405161
26,21,38,49.41854786127806,13.26408913359046,0.23293550568632782,0.7872852440923452,6.713991066598603,119.06654395163059
27,12,5,8.109777588397264,26.425419794395566,0.05813599401153624,0.1944962339475751,14.123909603879598,79.62907717563212
28,21,31,15.927069503813982,23.650581864640117,0.004681936698034406,0.33826321363449097,2.493682382359234,138.39302745647728
29,30,11,42.11853068321943,10.488999299705029,0.20485667674802244,0.6830051420256495,10.5870523850188,68.42759367078543
30,35,25,0.01493481919169426,19.895058749243617,0.13605536264367402,0.9725079238414764,3.5073371318249977,38.773183673620224
31,6,17,56.32359154522419,6.7481353506445885,0.09215065068565309,0.0027961907908320427,19.247967786737505,94.42255952395499
32,6,32,38.778828252106905,11.784524861723185,0.2018233051057905,0.206138807348907,8.04402991622077,115.74013952165842
33,35,9,19.9702974781394,28.695950070396066,0.02699424442835152,0.7988970577716827,5.071610333413396,25.55630405433476
34,31,24,54.03817607089877,0.5400336720049381,0.06367318495176733,0.6041822312399745,0.7551794148308669,77.5643687043339
35,20,17,5.346824750304222,17.436828324571252,0.144764642463997,0.38639307022094727,15.837763859668014,121.12282194197178
36,12,30,28.06523971259594,22.077535903081298,0.16747464635409415,0.022342820651829243,2.2191467852951985,66.42236348241568
37,22,12,31.873656939715147,5.180943086743355,0.12347741308622062,0.9920848365873098,23.878333993423468,140.38982716389
38,37,36,12.270307503640652,25.832998221740127,0.03603826300241053,0.6712407367303967,10.266443822245805,96.54036142863333
39,7,6,45.96154348924756,8.921767696738243,0.23624258185736835,0.32652909122407436,8.047765993042416,36.63108214735985
40,10,23,10.92079360038042,7.29495950974524,0.012064976384863257,0.4990549832582474,3.6770252737691984,59.007526533678174
41,38,20,52.22932795062661,20.398393739014864,0.21223603864200413,0.5293439952656627,25.86493306685292,147.288917042315
42,24,34,25.660973489284515,11.054081255570054,0.12867566174827516,0.8190344423055649,9.44590925986806,85.51536448299885
43,14,9,36.85232838615775,24.14288492873311,0.08476699632592499,0.1637760428711772,11.90204884989724,48.17182616330683
44,18,40,59.137575533241034,27.03124165534973,0.10308264405466616,0.3076143469661474,9.484597539760124,106.93683800287545
45,27,2,2.8291547298431396,13.942701062187552,0.1840852878522128,0.714826081879437,7.31598808299488,34.87535264343023
46,33,27,44.93298003450036,15.790417045354843,0.22469783597625792,0.8782041575759649,1.411301133483796,72.24427357316017
47,3,16,18.741740472614765,2.6872387435287237,0.04990227776579559,0.0959622310474515,18.70583912493516,125.92717000283301
48,2,28,50.57327225804329,24.712049681693316,0.149981269845739,0.7275390885770321,14.105294042080018,75.05502440035343
49,31,14,9.264501091092825,7.815238768234849,0.07480652700178325,0.25782821979373693,9.75748854421587,130.74154124595225
50,26,39,34.720189310610294,20.971234906464815,0.0215377660933882,0.0788295827805996,14.225222203154582,102.12643404491246
