volume_target_ml,volume_target_ul,volume_measured_ml,volume_measured_ul,deviation_pct,precision_cv_pct,duration_s,trials_count,status,measurement_count,calibration_overaspirate_vol,hardware_parameters_aspirate_speed,hardware_parameters_dispense_speed,hardware_parameters_aspirate_wait_time,hardware_parameters_post_asp_air_vol,hardware_parameters_pre_asp_air_vol,experiment_type,experiment_folder,experiment_timestamp,liquid_name,hardware_parameters_post_retract_wait_time,hardware_parameters_blowout_vol,hardware_parameters_dispense_wait_time,hardware_parameters_asp_disp_cycles,hardware_parameters_retract_speed,hardware_parameters_overaspirate_vol
0.05,50.0,0.0514499999999999,51.45,2.899999999999993,0.412307161041721,14.60332224983722,6,success,7,0.0055,12,13,0.0,0.0,0.158,calibration,run_1776461209_water,1776461209,water,0.0,0.0,1.5,0.0,5.0,
0.05,50.0,0.0513999999999992,51.39999999999922,2.799999999998443,0.5502776507324441,14.903090649982914,6,success,7,0.0055,12,13,0.0,0.0,0.158,calibration,run_1776461557_water,1776461557,water,0.0,0.0,1.5,0.0,5.0,
0.05,50.0,0.0497499999999995,49.74999999999952,0.5000000000023874,0.7106600815979203,21.20253639994189,9,success,13,0.0035,8,19,0.4,0.0,0.167,calibration,run_1776461857_water,1776461857,water,0.0,0.0,1.5,0.0,5.0,
0.05,50.0,0.0499166666666666,49.91666666666666,0.166666666666676,0.0472191506635372,14.799460899783298,5,success,6,0.0057,20,8,0.0,0.0,0.0,calibration,run_1776463965_water,1776463965,water,0.0,0.0,1.5,0.0,5.0,
0.05,50.0,0.0514,51.4,2.799999999999997,0.5502776507288274,16.269305699970573,5,success,6,0.0056,20,2,1.2000000000000002,0.0,0.011,calibration,run_1776464697_water,1776464697,water,0.0,0.0,1.5,0.0,5.0,
0.05,50.0,0.0493,49.3,1.4000000000000192,9.952411629587826e-15,14.104825100162998,6,success,8,0.0038,9,3,0.5,0.0,0.144,calibration,run_1776466004_water,1776466004,water,0.0,0.0,1.5,0.0,5.0,
0.05,50.0,0.0513,51.3,2.599999999999991,1.3783757917866435,12.767109550070018,6,success,8,0.0061,7,2,0.0,0.0,0.0,calibration,run_1776710488_water,1776710488,water,0.0,0.0,1.5,0.0,5.0,
0.05,50.0,0.04925,49.25,1.7,2.440774676176916,14.33295535040088,6,success,7,0.0036,4,6,0.2,0.0,0.003,calibration,run_1776712425_water,1776712425,water,0.0,0.0,2.3000000000000003,0.0,5.0,
0.05,50.0,0.0512,51.2,2.3999999999999995,0.0,14.962391949957237,5,success,7,0.0076,20,14,0.0,0.0,0.0,calibration,run_1776713532_water,1776713532,water,0.0,0.0,1.5,0.0,5.0,
0.05,50.0,0.0504499999999999,50.45,0.899999999999991,0.4204797509533701,18.884527000132948,7,success,10,0.0097,2,20,4.3,0.0,0.0,calibration,run_1776716015_water,1776716015,water,0.0,0.0,1.5,0.0,5.0,
0.05,50.0,0.0497,49.7,1.0000000000000009,1.4227500627495937,13.735756349982694,5,success,6,0.0064,17,7,0.3,0.0,0.0,calibration,run_1776716918_water,1776716918,water,0.0,0.0,0.2,0.0,5.0,
0.05,50.0,0.0514,51.4,2.800000000000004,0.2751388253644137,16.883806699886918,5,success,8,0.007,15,14,0.0,0.0,0.299,calibration,run_1776718188_water,1776718188,water,0.0,0.0,1.3,0.0,5.0,
0.05,50.0,0.0514,51.4,2.799999999999997,0.2751388253644041,13.8019949500449,3,success,5,0.0097,16,2,0.0,0.0,0.263,calibration,run_1776718838_water,1776718838,water,0.0,0.0,0.0,0.0,5.0,
0.05,50.0,0.050455,50.455,0.910000000000001,0.4064234794254339,14.402675249846652,4,success,8,0.00805,10,10,1.0,0.0,0.2,calibration,run_1776725236_water,1776725236,water,,0.0,0.0,,,0.006
0.05,50.0,0.0491283333333338,49.12833333333385,1.743333333332306,3.248032641467883,15.102394149871545,3,success,6,0.008,10,12,1.0,0.0,0.2,calibration,run_1776726101_water,1776726101,water,,0.0,0.0,,,0.008
